Post_ID,Timestamp,Platform,Content_Type,Category,Likes,Comments,Shares,Views,Saves,Follower_Count,Engagement_Rate,Hour_of_Day,Day_of_Week,Hashtag_Count,Content_Length,Sentiment,Influencer_Tier,Has_Media,Is_Verified
POST_00399,2024-11-27 03:49:00,TikTok,Stitch,Entertainment,39355,1790,3466,10738,1266,211562,21.09,3,Wednesday,22,490,Neutral,Macro,True,False
POST_04126,2024-11-27 05:00:00,LinkedIn,Document,Fitness,1167,149,482,19846,223,348735,0.52,5,Wednesday,13,1320,Neutral,Macro,True,False
POST_03782,2024-11-27 08:24:00,Twitter,Poll,Education,3203,124,1490,74568,456,187973,2.56,8,Wednesday,17,134,Neutral,Macro,True,True
POST_02591,2024-11-27 14:01:00,TikTok,Video,Health,47131,759,728,109720,1671,409917,11.86,14,Wednesday,15,484,Positive,Macro,True,False
POST_00070,2024-11-27 15:01:00,YouTube,Live,Education,2479,565,1310,273654,3105,123126,3.54,15,Wednesday,19,257,Negative,Macro,True,True
POST_02429,2024-11-27 19:15:00,Twitter,Thread,Education,2832,46,707,10402,218,188474,1.9,19,Wednesday,15,293,Neutral,Macro,False,False
POST_01320,2024-11-27 22:18:00,Instagram,Story,Entertainment,3367,77,151,32756,78,49764,7.22,22,Wednesday,2,87,Positive,Micro,True,False
POST_03458,2024-11-27 22:25:00,LinkedIn,Article,Technology,1457,145,262,12277,16,395187,0.47,22,Wednesday,13,526,Positive,Macro,False,False
POST_02595,2024-11-27 22:41:00,Instagram,Reel,Health,1324,130,107,37543,631,193324,0.81,22,Wednesday,1,588,Neutral,Macro,True,True
POST_02376,2024-11-27 23:29:00,Twitter,Thread,Fitness,1230,134,37,7212,84,307435,0.46,23,Wednesday,28,1454,Positive,Macro,True,False
POST_00038,2024-11-28 01:14:00,Instagram,Carousel,Gaming,9966,48,226,38305,151,333056,3.07,1,Thursday,13,1503,Negative,Macro,True,False
POST_04607,2024-11-28 02:45:00,TikTok,Duet,Fitness,23725,59,3194,87307,2482,307496,8.77,2,Thursday,7,209,Neutral,Macro,True,False
POST_00310,2024-11-28 05:31:00,Twitter,Thread,Food,1625,116,267,14965,426,259749,0.77,5,Thursday,0,1681,Neutral,Macro,True,True
POST_01712,2024-11-28 08:16:00,Instagram,Story,Education,6540,29,209,25492,524,319727,2.12,8,Thursday,10,1696,Neutral,Macro,False,False
POST_00566,2024-11-28 12:38:00,Facebook,Post,Fashion,6881,279,534,11334,790,102711,7.49,12,Thursday,5,1173,Positive,Macro,True,False
POST_02744,2024-11-28 14:31:00,Instagram,Story,Technology,138,422,256,23021,223,47078,1.73,14,Thursday,29,296,Neutral,Micro,True,False
POST_02568,2024-11-28 14:56:00,Twitter,Poll,Health,3081,153,1350,41149,68,132809,3.45,14,Thursday,3,306,Negative,Macro,True,False
POST_02449,2024-11-28 15:11:00,Instagram,Photo,Fitness,8068,373,63,45649,478,188807,4.5,15,Thursday,15,556,Positive,Macro,True,False
POST_00607,2024-11-28 18:38:00,Instagram,Photo,Fashion,1401,329,263,40458,765,396637,0.5,18,Thursday,11,445,Negative,Macro,True,False
POST_00929,2024-11-28 21:30:00,Facebook,Video,Health,1062,311,449,14421,684,364603,0.5,21,Thursday,20,520,Positive,Macro,True,False
POST_03314,2024-11-29 01:29:00,Instagram,Story,Health,2496,449,268,49303,664,431701,0.74,1,Friday,23,1303,Neutral,Macro,True,False
POST_03747,2024-11-29 02:51:00,LinkedIn,Post,Travel,1090,78,75,10972,283,230754,0.54,2,Friday,8,754,Neutral,Macro,True,False
POST_03778,2024-11-29 05:01:00,Facebook,Live,Fitness,6796,372,181,69682,640,379152,1.94,5,Friday,29,491,Positive,Macro,False,True
POST_01269,2024-11-29 06:29:00,Facebook,Live,Gaming,705,384,613,56238,69,109542,1.55,6,Friday,28,335,Neutral,Macro,False,False
POST_01644,2024-11-29 08:33:00,Facebook,Story,Fitness,5348,393,653,27245,505,163033,3.92,8,Friday,24,1836,Negative,Macro,True,False
POST_04082,2024-11-29 13:28:00,Instagram,Reel,Travel,8064,226,105,21941,412,213380,3.93,13,Friday,25,482,Positive,Macro,True,False
POST_02291,2024-11-29 15:29:00,Facebook,Post,Entertainment,6911,33,706,36502,275,373935,2.05,15,Friday,21,605,Neutral,Macro,True,True
POST_04030,2024-11-29 18:01:00,Twitter,Tweet,Fitness,1763,274,1605,31075,25,70550,5.16,18,Friday,2,1653,Neutral,Mid-tier,False,True
POST_04275,2024-11-29 21:28:00,Facebook,Story,Fitness,3701,255,754,7362,168,371194,1.27,21,Friday,10,901,Neutral,Macro,True,False
POST_01165,2024-11-30 00:40:00,Instagram,Photo,Entertainment,1657,223,124,48489,596,248915,0.81,0,Saturday,25,259,Positive,Macro,True,False
POST_03277,2024-11-30 04:19:00,TikTok,Video,Health,3155,667,1678,132615,1791,352872,1.56,4,Saturday,24,292,Positive,Macro,True,True
POST_01477,2024-11-30 10:28:00,TikTok,Stitch,Entertainment,47780,1167,2266,332535,2607,373456,13.71,10,Saturday,17,361,Positive,Macro,False,True
POST_04121,2024-11-30 10:35:00,Twitter,Poll,Lifestyle,2861,164,1013,84146,104,45752,8.83,10,Saturday,14,1925,Positive,Micro,False,False
POST_04294,2024-11-30 12:49:00,YouTube,Video,Gaming,2795,884,94,3639,4956,185642,2.03,12,Saturday,19,73,Positive,Macro,True,False
POST_04050,2024-11-30 13:25:00,Instagram,Story,Entertainment,7966,301,59,18970,514,15732,52.92,13,Saturday,6,604,Negative,Micro,True,False
POST_03093,2024-11-30 15:37:00,Twitter,Retweet,Fitness,3743,231,164,78093,253,489732,0.84,15,Saturday,17,490,Negative,Macro,True,False
POST_00984,2024-12-01 02:25:00,Instagram,Photo,Lifestyle,2601,19,210,30973,541,324430,0.87,2,Sunday,4,1173,Neutral,Macro,True,False
POST_01490,2024-12-01 04:05:00,Twitter,Poll,Fashion,4649,74,1781,58255,158,323741,2.01,4,Sunday,12,1969,Positive,Macro,False,False
POST_02699,2024-12-01 04:49:00,TikTok,Stitch,Fashion,9715,1643,1773,456027,1243,414499,3.17,4,Sunday,26,416,Neutral,Macro,False,True
POST_03428,2024-12-01 09:12:00,Facebook,Video,Fitness,1737,145,321,79891,239,33301,6.62,9,Sunday,28,564,Positive,Micro,True,False
POST_01336,2024-12-01 18:00:00,LinkedIn,Article,Fitness,1911,61,164,19491,75,101322,2.11,18,Sunday,20,1359,Neutral,Macro,False,False
POST_00874,2024-12-01 18:46:00,Twitter,Thread,Gaming,461,272,1605,83263,187,378535,0.62,18,Sunday,22,877,Neutral,Macro,True,False
POST_00786,2024-12-01 21:18:00,YouTube,Video,Education,15427,609,957,546061,1191,56743,29.95,21,Sunday,5,120,Positive,Mid-tier,False,False
POST_03505,2024-12-02 00:18:00,TikTok,Stitch,Fashion,8285,1227,40,48406,1788,299740,3.19,0,Monday,9,95,Negative,Macro,True,False
POST_04156,2024-12-02 04:17:00,Instagram,Reel,Technology,2541,219,106,40272,306,357428,0.8,4,Monday,21,413,Positive,Macro,False,False
POST_00691,2024-12-02 04:42:00,Twitter,Poll,Technology,2496,42,909,26587,397,48614,7.09,4,Monday,19,410,Neutral,Micro,True,False
POST_03929,2024-12-02 05:06:00,LinkedIn,Document,Fitness,218,1,107,2858,275,466722,0.07,5,Monday,8,854,Positive,Macro,False,False
POST_04971,2024-12-02 06:29:00,Facebook,Post,Education,4219,34,667,58283,577,151121,3.26,6,Monday,21,1671,Positive,Macro,True,False
POST_03901,2024-12-02 18:12:00,Twitter,Tweet,Lifestyle,3299,41,1124,25003,490,103746,4.3,18,Monday,12,1612,Neutral,Macro,True,False
POST_00448,2024-12-02 21:54:00,TikTok,Stitch,Technology,28442,489,2201,262716,965,286300,10.87,21,Monday,14,320,Neutral,Macro,True,False
POST_03513,2024-12-03 01:41:00,YouTube,Live,Lifestyle,8177,683,1320,215816,3884,89244,11.41,1,Tuesday,24,422,Negative,Mid-tier,True,False
POST_04004,2024-12-03 08:19:00,Instagram,Photo,Fitness,8263,343,243,22744,915,488655,1.81,8,Tuesday,22,245,Negative,Macro,True,True
POST_02914,2024-12-03 12:36:00,YouTube,Video,Technology,19111,552,346,877902,3381,321572,6.22,12,Tuesday,24,71,Neutral,Macro,True,False
POST_01203,2024-12-03 14:21:00,Instagram,Carousel,Gaming,114,325,104,44808,679,49195,1.1,14,Tuesday,19,195,Neutral,Micro,True,False
POST_04264,2024-12-04 03:00:00,Twitter,Thread,Food,2945,53,1016,25286,306,31847,12.6,3,Wednesday,28,180,Neutral,Micro,True,True
POST_01852,2024-12-04 08:03:00,TikTok,Stitch,Fashion,6690,722,452,223735,1201,255950,3.07,8,Wednesday,5,437,Negative,Macro,True,False
POST_00200,2024-12-04 19:20:00,TikTok,Video,Fashion,28782,1832,3859,462739,2989,24779,139.12,19,Wednesday,10,306,Positive,Micro,True,False
POST_01076,2024-12-04 20:05:00,Twitter,Retweet,Lifestyle,2305,23,1707,54974,62,52838,7.64,20,Wednesday,5,1677,Positive,Mid-tier,True,False
POST_01985,2024-12-05 01:05:00,Instagram,Reel,Education,1211,341,63,20766,718,99532,1.62,1,Thursday,15,19,Positive,Mid-tier,True,False
POST_04512,2024-12-05 01:10:00,Facebook,Post,Health,5058,397,224,26975,83,420749,1.35,1,Thursday,15,1171,Positive,Macro,True,False
POST_01507,2024-12-05 03:02:00,Facebook,Video,Food,2367,170,348,77744,420,445376,0.65,3,Thursday,9,163,Neutral,Macro,False,False
POST_04161,2024-12-05 10:15:00,Facebook,Story,Education,7104,29,859,60458,136,94491,8.46,10,Thursday,18,1901,Negative,Mid-tier,True,False
POST_01736,2024-12-05 11:16:00,TikTok,Stitch,Education,7173,1480,4348,186618,971,292565,4.44,11,Thursday,25,83,Positive,Macro,True,False
POST_01960,2024-12-05 11:18:00,TikTok,Video,Sports,15700,1748,2477,197811,503,286054,6.97,11,Thursday,11,286,Neutral,Macro,True,False
POST_02828,2024-12-05 13:22:00,Instagram,Reel,Food,6032,438,250,15479,690,93509,7.19,13,Thursday,25,491,Neutral,Mid-tier,True,True
POST_02036,2024-12-05 15:29:00,Twitter,Poll,Health,2919,194,1771,50262,149,70375,6.94,15,Thursday,3,584,Positive,Mid-tier,True,False
POST_01144,2024-12-05 18:54:00,Facebook,Live,Fitness,5223,375,835,74311,793,362709,1.77,18,Thursday,25,569,Neutral,Macro,True,False
POST_01660,2024-12-05 22:15:00,Twitter,Tweet,Technology,2482,166,1940,80789,130,29652,15.47,22,Thursday,8,931,Positive,Micro,True,False
POST_03935,2024-12-05 23:24:00,Twitter,Retweet,Fitness,4859,62,1160,80229,56,87675,6.94,23,Thursday,28,942,Neutral,Mid-tier,True,False
POST_02898,2024-12-06 01:16:00,Twitter,Tweet,Gaming,1616,292,1902,85270,248,132909,2.87,1,Friday,16,731,Positive,Macro,False,True
POST_00762,2024-12-06 04:02:00,Twitter,Retweet,Business,3016,71,1188,94321,499,237057,1.8,4,Friday,14,122,Neutral,Macro,True,False
POST_04139,2024-12-06 05:40:00,LinkedIn,Article,Fashion,1861,102,494,7406,28,201634,1.22,5,Friday,3,1808,Neutral,Macro,True,True
POST_02733,2024-12-06 06:45:00,Instagram,Reel,Entertainment,2088,55,260,35493,931,18802,12.78,6,Friday,22,266,Negative,Micro,True,True
POST_00176,2024-12-06 13:51:00,Instagram,Photo,Entertainment,8889,144,42,46553,291,256225,3.54,13,Friday,0,1434,Positive,Macro,True,False
POST_01748,2024-12-06 20:11:00,Twitter,Retweet,Business,3388,138,795,94517,15,488363,0.88,20,Friday,25,1795,Positive,Macro,True,True
POST_04193,2024-12-07 04:45:00,Facebook,Video,Travel,711,259,283,18832,415,455946,0.27,4,Saturday,28,427,Neutral,Macro,False,False
POST_04332,2024-12-07 04:52:00,Instagram,Story,Fashion,5702,94,234,12490,890,441719,1.37,4,Saturday,8,941,Neutral,Macro,True,False
POST_04003,2024-12-07 06:43:00,TikTok,Video,Fashion,13376,903,4274,377716,2836,451624,4.11,6,Saturday,10,109,Positive,Macro,False,False
POST_04432,2024-12-07 08:09:00,Facebook,Story,Technology,6836,157,363,47114,767,143707,5.12,8,Saturday,17,568,Neutral,Macro,True,False
POST_02668,2024-12-07 10:25:00,LinkedIn,Post,Technology,450,135,261,15770,52,323431,0.26,10,Saturday,13,549,Negative,Macro,True,False
POST_02521,2024-12-07 15:25:00,LinkedIn,Poll,Business,541,126,353,21021,91,478617,0.21,15,Saturday,7,1684,Neutral,Macro,True,False
POST_00680,2024-12-08 02:21:00,TikTok,Duet,Fashion,24254,1022,1768,163757,1926,128448,21.05,2,Sunday,14,584,Negative,Macro,True,False
POST_03064,2024-12-08 07:34:00,Facebook,Post,Health,5374,246,322,48376,548,295782,2.01,7,Sunday,15,1983,Positive,Macro,True,True
POST_02253,2024-12-08 08:23:00,LinkedIn,Poll,Education,681,39,177,23552,71,190490,0.47,8,Sunday,19,93,Positive,Macro,True,False
POST_04667,2024-12-08 19:11:00,Instagram,Story,Business,6447,263,183,26951,983,116815,5.9,19,Sunday,1,963,Positive,Macro,True,True
POST_04142,2024-12-09 00:38:00,Instagram,Reel,Lifestyle,1868,136,73,25891,913,167507,1.24,0,Monday,6,427,Positive,Macro,True,True
POST_04857,2024-12-09 03:59:00,Instagram,Story,Education,2125,125,94,46408,633,338628,0.69,3,Monday,26,326,Neutral,Macro,True,False
POST_00733,2024-12-09 04:08:00,LinkedIn,Poll,Food,887,4,475,21015,182,329158,0.41,4,Monday,24,1124,Neutral,Macro,False,False
POST_03091,2024-12-09 13:37:00,Facebook,Post,Fashion,5148,132,72,41594,736,31527,16.98,13,Monday,17,559,Negative,Micro,True,True
POST_01578,2024-12-09 14:00:00,Facebook,Live,Business,3968,241,338,11662,415,300159,1.51,14,Monday,8,58,Neutral,Macro,False,False
POST_02604,2024-12-09 18:55:00,Twitter,Retweet,Gaming,2916,101,1586,29987,397,47997,9.59,18,Monday,27,967,Positive,Micro,True,True
POST_01733,2024-12-09 20:05:00,Facebook,Live,Travel,7476,35,280,24441,623,146666,5.31,20,Monday,14,296,Negative,Macro,True,False
POST_00016,2024-12-10 03:05:00,Instagram,Story,Gaming,2324,427,73,10982,539,201362,1.4,3,Tuesday,10,846,Positive,Macro,True,False
POST_03334,2024-12-10 08:04:00,Instagram,Story,Education,8896,215,286,38834,527,28000,33.56,8,Tuesday,27,1977,Positive,Micro,True,False
POST_01711,2024-12-10 08:40:00,Instagram,Carousel,Gaming,9023,158,222,2916,967,235924,3.99,8,Tuesday,15,133,Positive,Macro,True,False
POST_04259,2024-12-10 11:43:00,Twitter,Retweet,Gaming,1319,179,348,88470,51,101002,1.83,11,Tuesday,2,925,Neutral,Macro,True,True
POST_04545,2024-12-10 13:30:00,Twitter,Poll,Gaming,3684,122,1583,37497,78,12124,44.45,13,Tuesday,13,1554,Neutral,Micro,True,False
POST_00703,2024-12-10 19:08:00,Twitter,Retweet,Fitness,1394,48,274,58263,315,388954,0.44,19,Tuesday,14,1903,Negative,Macro,True,True
POST_01663,2024-12-11 09:19:00,YouTube,Short,Business,9247,174,310,331101,2775,317555,3.06,9,Wednesday,12,186,Positive,Macro,False,False
POST_00980,2024-12-11 09:36:00,Facebook,Post,Education,3860,246,114,64667,590,386431,1.09,9,Wednesday,7,194,Positive,Macro,True,False
POST_00271,2024-12-11 12:17:00,TikTok,Stitch,Lifestyle,49243,1657,737,464394,2598,467759,11.04,12,Wednesday,25,431,Neutral,Macro,False,True
POST_02266,2024-12-11 13:40:00,Facebook,Post,Food,4534,385,445,55949,454,167599,3.2,13,Wednesday,19,1626,Negative,Macro,True,False
POST_01769,2024-12-11 13:56:00,Twitter,Poll,Lifestyle,3115,212,226,97857,110,118474,3.0,13,Wednesday,6,1491,Positive,Macro,True,False
POST_04258,2024-12-11 19:27:00,Facebook,Story,Entertainment,2508,280,991,41547,365,74228,5.09,19,Wednesday,15,1040,Positive,Mid-tier,True,False
POST_04992,2024-12-11 20:01:00,Facebook,Post,Gaming,1835,144,177,72320,685,217569,0.99,20,Wednesday,28,626,Negative,Macro,True,False
POST_02958,2024-12-11 23:43:00,TikTok,Duet,Gaming,701,997,1862,441850,2304,342173,1.04,23,Wednesday,12,407,Neutral,Macro,True,True
POST_00086,2024-12-12 00:37:00,Twitter,Poll,Travel,1992,130,1798,56609,151,484923,0.81,0,Thursday,28,1922,Positive,Macro,True,False
POST_00502,2024-12-12 03:29:00,Facebook,Live,Gaming,5265,271,920,42071,60,436417,1.48,3,Thursday,1,494,Positive,Macro,True,True
POST_01882,2024-12-12 03:48:00,TikTok,Video,Education,27320,1021,85,17420,1978,480567,5.92,3,Thursday,21,139,Positive,Macro,True,False
POST_03663,2024-12-12 10:25:00,Instagram,Photo,Travel,8512,313,121,23574,728,343653,2.6,10,Thursday,9,497,Positive,Macro,True,True
POST_01840,2024-12-12 16:33:00,Instagram,Story,Entertainment,1742,168,72,47590,231,344594,0.58,16,Thursday,4,1100,Positive,Macro,False,False
POST_02151,2024-12-12 17:39:00,Twitter,Retweet,Education,61,148,70,61334,197,25770,1.08,17,Thursday,25,1247,Positive,Micro,True,True
POST_04361,2024-12-12 18:27:00,Instagram,Carousel,Sports,3209,256,212,6474,40,181029,2.03,18,Thursday,17,1539,Positive,Macro,True,False
POST_02671,2024-12-12 21:30:00,Facebook,Story,Lifestyle,5619,275,497,6783,507,493209,1.3,21,Thursday,10,1491,Neutral,Macro,True,False
POST_00678,2024-12-12 21:38:00,Twitter,Thread,Sports,3287,204,89,56103,34,40112,8.93,21,Thursday,26,263,Positive,Micro,True,True
POST_04644,2024-12-12 22:05:00,Instagram,Carousel,Technology,5750,201,273,17577,968,247240,2.52,22,Thursday,18,357,Positive,Macro,False,False
POST_02940,2024-12-13 01:21:00,Instagram,Photo,Lifestyle,7710,184,280,38536,527,234466,3.49,1,Friday,20,1145,Positive,Macro,True,False
POST_00103,2024-12-13 03:15:00,Twitter,Retweet,Lifestyle,4379,11,967,39428,275,396881,1.35,3,Friday,4,464,Positive,Macro,True,False
POST_03474,2024-12-13 14:08:00,LinkedIn,Post,Sports,864,26,422,12755,170,338075,0.39,14,Friday,18,1195,Neutral,Macro,True,False
POST_03946,2024-12-13 17:15:00,Instagram,Photo,Education,3519,220,241,848,589,104225,3.82,17,Friday,17,574,Negative,Macro,True,False
POST_00896,2024-12-13 17:23:00,Instagram,Story,Travel,5818,32,212,38350,726,116635,5.2,17,Friday,11,1656,Positive,Macro,True,False
POST_03899,2024-12-13 20:43:00,Facebook,Video,Education,1885,155,897,49244,536,389974,0.75,20,Friday,11,256,Negative,Macro,True,False
POST_02925,2024-12-14 02:53:00,Twitter,Poll,Travel,3590,238,720,44346,23,330069,1.38,2,Saturday,27,914,Negative,Macro,True,False
POST_02185,2024-12-14 03:51:00,LinkedIn,Post,Education,797,28,425,9396,108,327325,0.38,3,Saturday,5,1444,Neutral,Macro,True,False
POST_00345,2024-12-14 05:03:00,Twitter,Tweet,Gaming,1993,113,882,40941,422,242231,1.23,5,Saturday,1,1764,Neutral,Macro,True,True
POST_03194,2024-12-14 05:06:00,Twitter,Retweet,Sports,226,295,1968,52025,475,7298,34.11,5,Saturday,9,1595,Negative,Nano,True,True
POST_02697,2024-12-14 15:46:00,LinkedIn,Poll,Education,118,92,492,29539,64,277339,0.25,15,Saturday,1,1177,Neutral,Macro,True,True
POST_00296,2024-12-15 00:54:00,Facebook,Story,Travel,3450,40,361,66063,325,457592,0.84,0,Sunday,8,915,Neutral,Macro,True,True
POST_01866,2024-12-15 11:52:00,YouTube,Short,Technology,5670,687,219,934671,257,192144,3.42,11,Sunday,1,154,Positive,Macro,True,True
POST_01873,2024-12-15 11:53:00,Facebook,Video,Fashion,5210,309,682,68599,596,354405,1.75,11,Sunday,26,539,Positive,Macro,False,True
POST_02529,2024-12-15 12:42:00,Instagram,Reel,Fashion,7387,138,42,27354,418,188183,4.02,12,Sunday,0,150,Negative,Macro,True,False
POST_03537,2024-12-15 14:43:00,Twitter,Thread,Education,3781,130,713,35058,111,161033,2.87,14,Sunday,22,270,Positive,Macro,True,False
POST_04769,2024-12-15 14:50:00,LinkedIn,Article,Travel,488,143,435,7285,185,201818,0.53,14,Sunday,3,577,Neutral,Macro,False,False
POST_00697,2024-12-15 15:12:00,Twitter,Poll,Entertainment,2360,39,871,11619,499,142832,2.29,15,Sunday,14,1963,Positive,Macro,True,True
POST_04249,2024-12-16 00:37:00,Facebook,Story,Fashion,4564,274,304,54520,165,492887,1.04,0,Monday,6,330,Positive,Macro,False,True
POST_02201,2024-12-16 02:35:00,YouTube,Live,Education,18599,956,1633,213568,1196,63404,33.42,2,Monday,21,236,Neutral,Mid-tier,True,False
POST_01820,2024-12-16 05:07:00,Twitter,Retweet,Business,2988,205,247,40278,428,270175,1.27,5,Monday,22,90,Positive,Macro,True,True
POST_03206,2024-12-16 05:45:00,TikTok,Duet,Lifestyle,2804,413,1768,272869,2715,169425,2.94,5,Monday,5,220,Positive,Macro,True,True
POST_02332,2024-12-16 13:19:00,Instagram,Photo,Fitness,8257,281,299,37929,297,461436,1.92,13,Monday,12,133,Neutral,Macro,True,False
POST_01745,2024-12-16 13:36:00,Twitter,Thread,Business,1933,98,466,8806,250,491029,0.51,13,Monday,24,684,Positive,Macro,True,True
POST_04524,2024-12-16 13:38:00,Facebook,Live,Fashion,3730,112,893,17537,278,256465,1.85,13,Monday,0,494,Positive,Macro,True,False
POST_02760,2024-12-16 17:44:00,Instagram,Carousel,Health,9359,111,279,45683,979,356015,2.74,17,Monday,29,1549,Positive,Macro,True,False
POST_00154,2024-12-17 06:43:00,Facebook,Live,Business,2395,276,387,44172,110,255829,1.2,6,Tuesday,27,191,Neutral,Macro,True,False
POST_02269,2024-12-17 07:20:00,Instagram,Story,Fitness,981,286,207,48891,320,486061,0.3,7,Tuesday,27,676,Neutral,Macro,False,True
POST_03020,2024-12-17 07:56:00,TikTok,Stitch,Travel,20363,898,2434,44459,2999,417137,5.68,7,Tuesday,29,590,Positive,Macro,True,True
POST_03916,2024-12-17 09:23:00,Twitter,Retweet,Fitness,1641,193,331,77981,291,247692,0.87,9,Tuesday,17,1157,Neutral,Macro,True,False
POST_04260,2024-12-17 10:52:00,Twitter,Thread,Education,731,52,443,78261,299,279929,0.44,10,Tuesday,20,1707,Positive,Macro,True,False
POST_02232,2024-12-17 11:11:00,Instagram,Photo,Travel,8739,106,170,26064,591,22246,40.52,11,Tuesday,0,1060,Neutral,Micro,True,False
POST_04303,2024-12-17 12:58:00,TikTok,Video,Gaming,919,1769,3042,399296,1327,126140,4.54,12,Tuesday,3,506,Neutral,Macro,True,False
POST_01247,2024-12-17 14:50:00,Instagram,Photo,Education,3339,55,75,49087,434,209059,1.66,14,Tuesday,13,1649,Neutral,Macro,True,False
POST_03284,2024-12-17 17:34:00,TikTok,Video,Food,18304,750,2822,492123,2513,480604,4.55,17,Tuesday,25,224,Negative,Macro,False,False
POST_01254,2024-12-17 20:06:00,Instagram,Reel,Gaming,6205,343,205,13335,135,493979,1.37,20,Tuesday,23,188,Positive,Macro,False,False
POST_03092,2024-12-17 20:41:00,YouTube,Short,Sports,2989,612,1690,549736,3636,123952,4.27,20,Tuesday,21,562,Neutral,Macro,True,False
POST_00671,2024-12-17 22:05:00,Instagram,Carousel,Fashion,4424,63,114,46391,764,332286,1.38,22,Tuesday,10,175,Neutral,Macro,True,False
POST_02495,2024-12-17 22:51:00,Facebook,Video,Health,3643,325,567,31067,236,140174,3.24,22,Tuesday,25,540,Positive,Macro,True,False
POST_02782,2024-12-18 02:37:00,TikTok,Stitch,Travel,29695,997,2442,489949,809,75627,43.81,2,Wednesday,2,198,Negative,Mid-tier,True,False
POST_03921,2024-12-18 06:12:00,YouTube,Live,Technology,13688,609,664,66738,421,132540,11.29,6,Wednesday,10,263,Positive,Macro,True,False
POST_02012,2024-12-18 06:26:00,Instagram,Photo,Travel,1105,269,14,24491,901,218712,0.63,6,Wednesday,8,1457,Neutral,Macro,True,True
POST_01763,2024-12-18 09:08:00,Instagram,Photo,Fitness,6755,139,119,34085,69,35531,19.74,9,Wednesday,17,1540,Negative,Micro,True,False
POST_00325,2024-12-18 13:47:00,YouTube,Community Post,Fitness,3809,555,177,371729,1922,341287,1.33,13,Wednesday,9,681,Negative,Macro,True,True
POST_00018,2024-12-18 19:16:00,Facebook,Post,Entertainment,6825,179,738,2750,99,323715,2.39,19,Wednesday,9,1960,Positive,Macro,True,False
POST_02855,2024-12-19 01:41:00,Instagram,Photo,Entertainment,5002,49,82,754,76,7749,66.24,1,Thursday,0,1216,Negative,Nano,True,False
POST_04473,2024-12-19 07:47:00,Instagram,Story,Health,8416,269,266,3956,720,173739,5.15,7,Thursday,18,340,Neutral,Macro,True,False
POST_03141,2024-12-19 11:19:00,Twitter,Poll,Entertainment,233,93,1721,56704,45,132416,1.55,11,Thursday,11,1348,Positive,Macro,True,False
POST_00866,2024-12-19 12:08:00,Facebook,Post,Entertainment,7348,115,34,2975,85,38735,19.35,12,Thursday,22,1393,Neutral,Micro,True,False
POST_00474,2024-12-19 18:19:00,TikTok,Stitch,Sports,27389,1790,4767,473038,95,495082,6.86,18,Thursday,22,545,Negative,Macro,True,False
POST_01161,2024-12-20 01:06:00,TikTok,Video,Fashion,8229,1852,463,425257,623,235881,4.47,1,Friday,7,466,Neutral,Macro,True,True
POST_04996,2024-12-20 12:05:00,TikTok,Duet,Entertainment,11965,514,4155,364932,1532,289113,5.75,12,Friday,9,239,Positive,Macro,True,True
POST_04009,2024-12-20 12:25:00,LinkedIn,Article,Health,230,129,244,8597,176,177256,0.34,12,Friday,28,1734,Positive,Macro,True,False
POST_00948,2024-12-20 14:41:00,YouTube,Live,Business,6639,926,845,540877,3627,150405,5.59,14,Friday,6,424,Positive,Macro,True,True
POST_02179,2024-12-21 08:14:00,LinkedIn,Document,Fitness,66,110,309,22465,242,275028,0.18,8,Saturday,3,1642,Neutral,Macro,True,False
POST_02222,2024-12-21 12:55:00,Facebook,Story,Technology,1863,299,458,40824,340,56873,4.61,12,Saturday,27,1277,Positive,Mid-tier,True,False
POST_02299,2024-12-21 15:34:00,Instagram,Photo,Gaming,1534,307,180,6625,534,89616,2.26,15,Saturday,2,153,Positive,Mid-tier,True,True
POST_04932,2024-12-21 15:39:00,Twitter,Thread,Business,847,138,1261,11354,256,158524,1.42,15,Saturday,14,510,Positive,Macro,True,True
POST_00818,2024-12-21 22:04:00,Twitter,Poll,Fashion,2317,96,1324,1183,264,176259,2.12,22,Saturday,28,1677,Negative,Macro,True,False
POST_01311,2024-12-22 02:28:00,Instagram,Photo,Food,3705,183,171,29330,518,124015,3.27,2,Sunday,10,1129,Neutral,Macro,True,True
POST_01035,2024-12-22 03:11:00,Instagram,Carousel,Technology,2429,156,283,12295,658,202674,1.42,3,Sunday,23,1700,Positive,Macro,True,False
POST_03203,2024-12-22 09:44:00,Instagram,Reel,Business,9484,174,284,44659,209,108625,9.15,9,Sunday,7,149,Positive,Macro,True,False
POST_00392,2024-12-22 13:21:00,Twitter,Retweet,Fashion,699,263,1396,30520,362,208596,1.13,13,Sunday,17,1097,Negative,Macro,True,True
POST_01249,2024-12-22 15:06:00,YouTube,Short,Sports,18329,597,462,540006,2849,470772,4.12,15,Sunday,24,305,Positive,Macro,False,True
POST_04205,2024-12-22 16:45:00,Instagram,Carousel,Food,1547,161,90,26055,471,224769,0.8,16,Sunday,5,958,Positive,Macro,True,False
POST_02748,2024-12-22 19:36:00,Instagram,Story,Education,8060,182,152,34096,568,119971,7.0,19,Sunday,12,1484,Neutral,Macro,True,False
POST_00727,2024-12-23 00:26:00,Instagram,Story,Health,9719,285,60,11648,880,229734,4.38,0,Monday,1,1332,Neutral,Macro,True,False
