Post_ID,Timestamp,Platform,Content_Type,Category,Likes,Comments,Shares,Views,Saves,Follower_Count,Engagement_Rate,Hour_of_Day,Day_of_Week,Hashtag_Count,Content_Length,Sentiment,Influencer_Tier,Has_Media,Is_Verified,month,year,total_engagement,engagement_per_1k_views,engagement_per_1k_followers,Engagement_Rate_winsorized,Views_winsorized,Likes_winsorized,total_engagement_winsorized,is_sports_fitness_health,influencer_tier_norm
POST_01798,2025-01-01 22:26:00,Instagram,Photo,Health,1258,59,5,7966,561,194910,0.68,22,Wednesday,21,904,Neutral,Macro,True,True,1,2025,1883,236.37961335676624,9.660869119080601,0.68,7966.0,1258.0,1883.0,True,macro
POST_02556,2025-01-02 02:44:00,YouTube,Live,Fitness,8170,904,52,727376,1271,257546,3.54,2,Thursday,10,371,Positive,Macro,True,False,1,2025,10397,14.293845273971096,40.36948739254346,3.54,727376.0,8170.0,10397.0,True,macro
POST_03040,2025-01-02 09:15:00,Facebook,Video,Fitness,2108,73,401,65749,9,330794,0.78,9,Thursday,14,446,Positive,Macro,False,False,1,2025,2591,39.40744345921611,7.832669274533394,0.78,65749.0,2108.0,2591.0,True,macro
POST_02170,2025-01-03 07:41:00,Twitter,Poll,Sports,205,144,1310,57202,132,91345,1.82,7,Friday,12,217,Positive,Mid-tier,True,False,1,2025,1791,31.3100940526555,19.606984509278014,1.82,57202.0,205.0,1791.0,True,mid-tier
POST_02254,2025-01-03 17:35:00,TikTok,Duet,Health,7195,1793,3275,169898,2007,44688,27.44,17,Friday,7,492,Negative,Micro,True,False,1,2025,14270,83.9915714134363,319.32509846043683,27.44,169898.0,7195.0,14270.0,True,micro
POST_00992,2025-01-03 22:15:00,LinkedIn,Poll,Sports,1426,15,38,29349,131,187604,0.79,22,Friday,25,780,Positive,Macro,True,False,1,2025,1610,54.8570649766602,8.581906569156308,0.79,29349.0,1426.0,1610.0,True,macro
POST_02067,2025-01-04 12:30:00,Instagram,Reel,Health,9574,228,45,23875,503,177363,5.55,12,Saturday,21,376,Negative,Macro,True,True,1,2025,10350,433.5078534031413,58.354899274369515,5.55,23875.0,9574.0,10350.0,True,macro
POST_01008,2025-01-05 02:58:00,TikTok,Stitch,Health,16590,388,4398,451732,2581,17358,123.15,2,Sunday,5,18,Negative,Micro,True,False,1,2025,23957,53.033657124135544,1380.1705265583591,123.15,451732.0,16590.0,23957.0,True,micro
POST_02135,2025-01-05 03:09:00,LinkedIn,Document,Sports,956,63,144,13543,296,57322,2.03,3,Sunday,20,1602,Neutral,Mid-tier,True,False,1,2025,1459,107.73093110832164,25.45270576741914,2.03,13543.0,956.0,1459.0,True,mid-tier
POST_04817,2025-01-05 13:30:00,YouTube,Short,Health,7055,225,306,293042,1991,349145,2.17,13,Sunday,0,359,Positive,Macro,True,False,1,2025,9577,32.68132213129858,27.42986438299274,2.17,293042.0,7055.0,9577.0,True,macro
POST_04211,2025-01-05 20:45:00,Instagram,Reel,Health,2595,129,205,33910,30,218935,1.34,20,Sunday,10,268,Positive,Macro,True,False,1,2025,2959,87.26039516366853,13.515426953205289,1.34,33910.0,2595.0,2959.0,True,macro
POST_03204,2025-01-06 04:52:00,TikTok,Duet,Sports,24580,341,2614,344809,1729,131442,20.95,4,Monday,10,541,Positive,Macro,True,False,1,2025,29264,84.87017450240567,222.6381217571248,20.95,344809.0,24580.0,29264.0,True,macro
POST_00890,2025-01-06 17:18:00,Instagram,Reel,Sports,4747,347,263,7722,775,183618,2.92,17,Monday,5,120,Negative,Macro,True,False,1,2025,6132,794.0947940947941,33.39541874979577,2.92,7722.0,4747.0,6132.0,True,macro
POST_04316,2025-01-08 21:59:00,Instagram,Story,Sports,4730,332,111,8465,230,157083,3.29,21,Wednesday,20,775,Neutral,Macro,False,False,1,2025,5403,638.275251033668,34.39582895666622,3.29,8465.0,4730.0,5403.0,True,macro
POST_02139,2025-01-09 19:17:00,Instagram,Carousel,Sports,5355,52,209,36758,120,275281,2.04,19,Thursday,6,1583,Negative,Macro,True,True,1,2025,5736,156.0476630937483,20.836890304815803,2.04,36758.0,5355.0,5736.0,True,macro
POST_02401,2025-01-10 07:38:00,Twitter,Poll,Fitness,897,69,1016,32734,356,200837,0.99,7,Friday,0,945,Positive,Macro,True,True,1,2025,2338,71.42420724628826,11.641281238018891,0.99,32734.0,897.0,2338.0,True,macro
POST_01369,2025-01-11 09:08:00,Instagram,Reel,Sports,3650,55,271,15662,604,448455,0.89,9,Saturday,16,501,Positive,Macro,True,False,1,2025,4580,292.427531605159,10.212841868191903,0.89,15662.0,3650.0,4580.0,True,macro
POST_01335,2025-01-12 14:31:00,YouTube,Short,Sports,10399,332,1438,207068,1805,173355,7.02,14,Sunday,14,254,Positive,Macro,True,True,1,2025,13974,67.48507736588947,80.60915462490266,7.02,207068.0,10399.0,13974.0,True,macro
POST_03534,2025-01-12 19:11:00,Twitter,Thread,Health,3714,185,784,42129,366,440948,1.06,19,Sunday,26,416,Neutral,Macro,True,False,1,2025,5049,119.84618671224096,11.450329744096809,1.06,42129.0,3714.0,5049.0,True,macro
POST_03728,2025-01-13 18:18:00,Instagram,Photo,Sports,8807,331,222,29151,902,420471,2.23,18,Monday,28,1955,Neutral,Macro,True,False,1,2025,10262,352.02908991115225,24.405963788227965,2.23,29151.0,8807.0,10262.0,True,macro
POST_02158,2025-01-14 02:38:00,Twitter,Thread,Sports,3632,228,1494,77519,308,259857,2.06,2,Tuesday,10,77,Neutral,Macro,True,True,1,2025,5662,73.04015789677369,21.788906975759744,2.06,77519.0,3632.0,5662.0,True,macro
POST_04452,2025-01-14 22:49:00,Facebook,Post,Health,5428,203,389,77212,318,189439,3.18,22,Tuesday,5,1411,Neutral,Macro,True,True,1,2025,6338,82.08568616277262,33.456679986697566,3.18,77212.0,5428.0,6338.0,True,macro
POST_03099,2025-01-15 09:49:00,Instagram,Carousel,Health,6147,319,87,37434,354,353048,1.86,9,Wednesday,21,162,Positive,Macro,True,False,1,2025,6907,184.51140674253352,19.56391198930457,1.86,37434.0,6147.0,6907.0,True,macro
POST_04968,2025-01-15 11:09:00,LinkedIn,Article,Sports,405,120,422,25439,220,5720,16.56,11,Wednesday,13,213,Negative,Nano,True,False,1,2025,1167,45.87444475018672,204.020979020979,16.56,25439.0,405.0,1167.0,True,nano
POST_04739,2025-01-15 20:27:00,Twitter,Retweet,Health,150,112,528,61703,179,374414,0.21,20,Wednesday,12,1644,Negative,Macro,True,True,1,2025,969,15.704260732865501,2.5880442504820866,0.21,61703.0,150.0,969.0,True,macro
POST_03140,2025-01-16 00:18:00,Instagram,Reel,Sports,649,97,175,4209,118,228791,0.4,0,Thursday,28,73,Neutral,Macro,True,False,1,2025,1039,246.8519838441435,4.54126254966323,0.4,4209.0,649.0,1039.0,True,macro
POST_00581,2025-01-16 04:35:00,Facebook,Video,Sports,3536,301,103,32135,379,405351,0.97,4,Thursday,27,528,Neutral,Macro,False,False,1,2025,4319,134.4017426482029,10.654963229398719,0.97,32135.0,3536.0,4319.0,True,macro
POST_02235,2025-01-16 11:54:00,LinkedIn,Post,Sports,955,112,149,24832,207,339621,0.36,11,Thursday,12,602,Positive,Macro,False,False,1,2025,1423,57.30509020618557,4.189964695940475,0.36,24832.0,955.0,1423.0,True,macro
POST_03112,2025-01-16 14:34:00,Instagram,Photo,Fitness,3640,367,46,40238,387,441976,0.92,14,Thursday,22,612,Positive,Macro,True,False,1,2025,4440,110.34345643421642,10.045794341774213,0.92,40238.0,3640.0,4440.0,True,macro
POST_01469,2025-01-16 14:47:00,TikTok,Stitch,Fitness,23793,621,3702,318142,1904,149907,18.76,14,Thursday,21,583,Neutral,Macro,True,False,1,2025,30020,94.36037995612021,200.25749297898028,18.76,318142.0,23793.0,30020.0,True,macro
POST_03985,2025-01-18 08:35:00,TikTok,Video,Health,33536,1126,1305,57772,210,265169,13.56,8,Saturday,24,321,Positive,Macro,True,False,1,2025,36177,626.2030049158762,136.42997484623015,13.56,57772.0,33536.0,36177.0,True,macro
POST_00287,2025-01-19 12:45:00,Facebook,Story,Fitness,571,117,94,36851,557,376017,0.21,12,Sunday,15,201,Neutral,Macro,True,False,1,2025,1339,36.33551328322162,3.5610092096899875,0.21,36851.0,571.0,1339.0,True,macro
POST_01168,2025-01-19 13:11:00,Facebook,Live,Fitness,5813,58,706,76481,29,446452,1.47,13,Sunday,22,374,Positive,Macro,True,False,1,2025,6606,86.37439364025052,14.796663471101036,1.47,76481.0,5813.0,6606.0,True,macro
POST_02431,2025-01-19 17:59:00,Facebook,Live,Health,581,170,47,54226,464,102378,0.78,17,Sunday,13,101,Positive,Macro,True,False,1,2025,1262,23.2729686866079,12.326867100353592,0.78,54226.0,581.0,1262.0,True,macro
POST_02970,2025-01-20 05:01:00,Facebook,Live,Health,4115,299,334,29741,223,95444,4.97,5,Monday,4,398,Positive,Mid-tier,True,False,1,2025,4971,167.14300124407384,52.08289677716776,4.97,29741.0,4115.0,4971.0,True,mid-tier
POST_00690,2025-01-20 20:50:00,Instagram,Photo,Sports,3545,231,187,12569,991,491919,0.81,20,Monday,17,1739,Negative,Macro,True,False,1,2025,4954,394.1443233351897,10.070763682638809,0.81,12569.0,3545.0,4954.0,True,macro
POST_01223,2025-01-21 02:28:00,Twitter,Tweet,Fitness,408,68,1563,15012,78,374422,0.54,2,Tuesday,9,1754,Positive,Macro,True,False,1,2025,2117,141.0205169197975,5.654048106147609,0.54,15012.0,408.0,2117.0,True,macro
POST_04637,2025-01-21 12:01:00,Twitter,Thread,Sports,215,21,627,42617,196,433893,0.2,12,Tuesday,12,1778,Neutral,Macro,False,True,1,2025,1059,24.84923856676913,2.4406939037965585,0.2,42617.0,215.0,1059.0,True,macro
POST_04435,2025-01-22 03:50:00,Instagram,Story,Sports,2939,137,126,11051,841,485841,0.66,3,Wednesday,14,1708,Positive,Macro,True,True,1,2025,4043,365.8492444122704,8.321652557112307,0.66,11051.0,2939.0,4043.0,True,macro
POST_04912,2025-01-22 08:42:00,Facebook,Story,Sports,7148,32,77,66458,235,90441,8.02,8,Wednesday,25,1483,Neutral,Mid-tier,True,True,1,2025,7492,112.7328538324957,82.83853561990689,8.02,66458.0,7148.0,7492.0,True,mid-tier
POST_00017,2025-01-24 03:22:00,Twitter,Tweet,Fitness,3680,46,1500,15706,347,130725,4.0,3,Friday,14,168,Neutral,Macro,True,False,1,2025,5573,354.83254807080095,42.6314782941289,4.0,15706.0,3680.0,5573.0,True,macro
POST_02514,2025-01-24 16:45:00,Facebook,Story,Sports,100,270,575,24300,445,268284,0.35,16,Friday,3,827,Neutral,Macro,True,False,1,2025,1390,57.20164609053498,5.181076769393628,0.35,24300.0,100.0,1390.0,True,macro
POST_00625,2025-01-24 17:45:00,Facebook,Live,Fitness,598,166,836,8464,617,118910,1.35,17,Friday,10,142,Neutral,Macro,True,False,1,2025,2217,261.9328922495274,18.64435287191994,1.35,8464.0,598.0,2217.0,True,macro
POST_02339,2025-01-25 00:07:00,Instagram,Reel,Fitness,9068,218,99,23555,925,299183,3.14,0,Saturday,21,231,Positive,Macro,True,False,1,2025,10310,437.6990023349607,34.4605141334902,3.14,23555.0,9068.0,10310.0,True,macro
POST_01930,2025-01-25 12:26:00,Instagram,Story,Health,5229,312,141,6528,337,375484,1.51,12,Saturday,5,898,Positive,Macro,True,False,1,2025,6019,922.0281862745097,16.02997730928615,1.51,6528.0,5229.0,6019.0,True,macro
POST_02793,2025-01-25 13:34:00,Facebook,Post,Health,7061,191,164,74363,409,84860,8.74,13,Saturday,2,1150,Neutral,Mid-tier,True,False,1,2025,7825,105.22706184527252,92.21069997643177,8.74,74363.0,7061.0,7825.0,True,mid-tier
POST_04186,2025-01-25 13:54:00,Facebook,Live,Fitness,4384,88,624,10457,636,184506,2.76,13,Saturday,28,565,Positive,Macro,True,False,1,2025,5732,548.1495648847662,31.06674037700671,2.76,10457.0,4384.0,5732.0,True,macro
POST_04166,2025-01-25 16:20:00,Twitter,Tweet,Health,3338,168,93,94499,15,398623,0.9,16,Saturday,15,126,Positive,Macro,True,False,1,2025,3614,38.24379093958667,9.06621042940322,0.9,94499.0,3338.0,3614.0,True,macro
POST_02194,2025-01-26 20:50:00,Facebook,Live,Health,7004,74,759,57250,464,36173,21.67,20,Sunday,11,126,Negative,Micro,True,False,1,2025,8301,144.9956331877729,229.48055179277364,21.67,57250.0,7004.0,8301.0,True,micro
POST_00226,2025-01-28 15:25:00,Instagram,Reel,Fitness,3959,198,142,33887,824,51272,8.38,15,Tuesday,26,198,Negative,Mid-tier,True,False,1,2025,5123,151.17891816920942,99.91808394445312,8.38,33887.0,3959.0,5123.0,True,mid-tier
POST_02109,2025-01-29 04:06:00,Twitter,Retweet,Fitness,4781,54,1170,1975,398,327703,1.83,4,Wednesday,2,271,Neutral,Macro,True,True,1,2025,6403,3242.025316455696,19.539033820257977,1.83,1975.0,4781.0,6403.0,True,macro
POST_03050,2025-01-29 22:21:00,Twitter,Tweet,Fitness,3864,247,1351,74450,431,310633,1.76,22,Wednesday,16,1362,Neutral,Macro,True,False,1,2025,5893,79.1537944929483,18.97093998383945,1.76,74450.0,3864.0,5893.0,True,macro
POST_02387,2025-01-31 06:33:00,Twitter,Thread,Fitness,4103,246,469,81982,413,462857,1.04,6,Friday,20,1621,Positive,Macro,True,False,1,2025,5231,63.806689273255095,11.30154669800824,1.04,81982.0,4103.0,5231.0,True,macro
POST_04834,2025-02-02 00:35:00,Instagram,Reel,Fitness,6644,135,269,1150,829,460476,1.53,0,Sunday,28,236,Neutral,Macro,True,False,2,2025,7877,6849.565217391304,17.106211832972836,1.53,1150.0,6644.0,7877.0,True,macro
POST_04590,2025-02-03 12:38:00,LinkedIn,Poll,Sports,444,24,112,11855,16,469054,0.12,12,Monday,8,721,Neutral,Macro,True,False,2,2025,596,50.27414592998735,1.2706426125776564,0.12,11855.0,444.0,596.0,True,macro
POST_00256,2025-02-03 13:34:00,Facebook,Video,Sports,5966,126,809,42945,208,81428,8.47,13,Monday,28,157,Positive,Mid-tier,True,False,2,2025,7109,165.53731517056698,87.3041214324311,8.47,42945.0,5966.0,7109.0,True,mid-tier
POST_03665,2025-02-06 01:42:00,Facebook,Story,Sports,206,276,695,65952,644,88615,1.33,1,Thursday,13,1816,Neutral,Mid-tier,True,False,2,2025,1821,27.61098981077147,20.549568357501553,1.33,65952.0,206.0,1821.0,True,mid-tier
POST_04890,2025-02-06 01:51:00,LinkedIn,Article,Sports,1707,87,395,26726,98,92641,2.36,1,Thursday,23,779,Positive,Mid-tier,True,True,2,2025,2287,85.57210207288782,24.686693796483198,2.36,26726.0,1707.0,2287.0,True,mid-tier
POST_02465,2025-02-06 14:48:00,Facebook,Post,Health,7277,312,39,58707,168,253160,3.01,14,Thursday,2,1515,Positive,Macro,True,True,2,2025,7796,132.79506702778204,30.794754305577502,3.01,58707.0,7277.0,7796.0,True,macro
POST_01472,2025-02-07 02:37:00,LinkedIn,Post,Fitness,1341,146,208,22155,283,200532,0.85,2,Friday,9,1511,Positive,Macro,True,False,2,2025,1978,89.28007221846084,9.86376239203718,0.85,22155.0,1341.0,1978.0,True,macro
POST_03750,2025-02-08 10:34:00,TikTok,Video,Sports,24350,949,1486,54887,389,432756,6.19,10,Saturday,2,218,Negative,Macro,True,False,2,2025,27174,495.08991200102025,62.79289021989297,6.19,54887.0,24350.0,27174.0,True,macro
POST_01510,2025-02-08 15:01:00,TikTok,Stitch,Health,21963,1294,1166,484462,2734,326383,7.48,15,Saturday,16,134,Positive,Macro,False,False,2,2025,27157,56.05599613591984,83.20592677927466,7.48,484462.0,21963.0,27157.0,True,macro
POST_00619,2025-02-08 19:03:00,TikTok,Duet,Health,39601,345,1401,96257,408,406082,10.18,19,Saturday,9,335,Positive,Macro,True,False,2,2025,41755,433.7866336993673,102.82406016518831,10.18,96257.0,39601.0,41755.0,True,macro
POST_01133,2025-02-10 02:23:00,Instagram,Reel,Sports,3527,66,208,9869,795,303764,1.25,2,Monday,5,181,Negative,Macro,False,True,2,2025,4596,465.7006788935049,15.130166840046877,1.25,9869.0,3527.0,4596.0,True,macro
POST_04807,2025-02-10 13:12:00,Instagram,Reel,Fitness,4522,403,204,3773,109,226670,2.26,13,Monday,16,592,Neutral,Macro,True,False,2,2025,5238,1388.2851842035516,23.108483698769135,2.26,3773.0,4522.0,5238.0,True,macro
POST_00534,2025-02-11 08:12:00,Facebook,Story,Health,229,383,423,41467,314,492983,0.21,8,Tuesday,11,112,Neutral,Macro,True,False,2,2025,1349,32.53189283044348,2.736402675142956,0.21,41467.0,229.0,1349.0,True,macro
POST_01898,2025-02-11 10:18:00,Instagram,Carousel,Sports,7106,143,178,44542,562,312853,2.37,10,Tuesday,8,1672,Positive,Macro,False,False,2,2025,7989,179.3588074177181,25.53595458569999,2.37,44542.0,7106.0,7989.0,True,macro
POST_03521,2025-02-12 02:01:00,Instagram,Carousel,Sports,7721,215,280,4146,895,323055,2.54,2,Wednesday,10,321,Neutral,Macro,True,False,2,2025,9111,2197.53979739508,28.202628035473836,2.54,4146.0,7721.0,9111.0,True,macro
POST_04088,2025-02-12 06:25:00,Facebook,Story,Fitness,5553,227,963,8003,388,106677,6.32,6,Wednesday,23,1129,Neutral,Macro,True,False,2,2025,7131,891.0408596776209,66.84664923085576,6.32,8003.0,5553.0,7131.0,True,macro
POST_00082,2025-02-12 21:41:00,Facebook,Video,Fitness,1816,333,169,26592,528,145156,1.6,21,Wednesday,28,546,Neutral,Macro,True,False,2,2025,2846,107.02466907340553,19.606492325498085,1.6,26592.0,1816.0,2846.0,True,macro
POST_00602,2025-02-14 02:09:00,Twitter,Tweet,Sports,2673,221,1838,46906,457,258048,1.83,2,Friday,15,1521,Neutral,Macro,True,True,2,2025,5189,110.62550633181256,20.10866195436508,1.83,46906.0,2673.0,5189.0,True,macro
POST_03419,2025-02-14 06:40:00,Instagram,Reel,Health,4781,153,99,49355,110,122247,4.12,6,Friday,19,370,Neutral,Macro,True,False,2,2025,5143,104.20423462668423,42.07056205878263,4.12,49355.0,4781.0,5143.0,True,macro
POST_02236,2025-02-14 08:28:00,Facebook,Story,Sports,1431,367,919,36695,323,5070,53.59,8,Friday,29,966,Positive,Nano,True,True,2,2025,3040,82.84507426079847,599.6055226824457,53.59,36695.0,1431.0,3040.0,True,nano
POST_01821,2025-02-14 12:29:00,Instagram,Story,Fitness,3965,330,253,42805,385,14325,31.75,12,Friday,7,637,Positive,Micro,True,False,2,2025,4933,115.24354631468286,344.3630017452007,31.75,42805.0,3965.0,4933.0,True,micro
POST_02754,2025-02-14 18:26:00,Twitter,Tweet,Sports,2193,85,1594,51541,287,378346,1.02,18,Friday,28,1630,Negative,Macro,True,False,2,2025,4159,80.69304049203546,10.992583508217347,1.02,51541.0,2193.0,4159.0,True,macro
POST_04732,2025-02-14 19:03:00,Instagram,Reel,Fitness,7686,329,143,48505,281,70547,11.56,19,Friday,20,45,Neutral,Mid-tier,True,True,2,2025,8439,173.9820637047727,119.62237940663671,11.56,48505.0,7686.0,8439.0,True,mid-tier
POST_04496,2025-02-15 11:00:00,Facebook,Post,Health,2757,145,493,51193,665,190019,1.79,11,Saturday,29,870,Positive,Macro,True,True,2,2025,4060,79.30771785205009,21.36628442418916,1.79,51193.0,2757.0,4060.0,True,macro
POST_03523,2025-02-16 09:41:00,Twitter,Retweet,Health,817,258,1091,4463,32,140535,1.54,9,Sunday,19,445,Positive,Macro,True,False,2,2025,2198,492.4938382254089,15.640231970683459,1.54,4463.0,817.0,2198.0,True,macro
POST_00400,2025-02-17 16:52:00,TikTok,Stitch,Fitness,8197,858,81,321477,2519,270484,3.38,16,Monday,15,306,Neutral,Macro,True,False,2,2025,11655,36.25453764966079,43.08942488280268,3.38,321477.0,8197.0,11655.0,True,macro
POST_02917,2025-02-17 23:49:00,LinkedIn,Poll,Fitness,1695,111,401,15552,80,84653,2.61,23,Monday,18,827,Positive,Mid-tier,False,False,2,2025,2287,147.05504115226336,27.01617190176367,2.61,15552.0,1695.0,2287.0,True,mid-tier
POST_03568,2025-02-18 21:47:00,LinkedIn,Post,Sports,911,148,470,13565,87,409069,0.37,21,Tuesday,28,1825,Neutral,Macro,True,False,2,2025,1616,119.13011426465167,3.9504337898985256,0.37,13565.0,911.0,1616.0,True,macro
POST_00262,2025-02-18 23:10:00,YouTube,Community Post,Health,9995,915,316,351639,4251,211901,5.3,23,Tuesday,1,54,Positive,Macro,True,False,2,2025,15477,44.01388924436709,73.0388247341919,5.3,351639.0,9995.0,15477.0,True,macro
POST_03862,2025-02-20 08:07:00,Facebook,Post,Fitness,4896,264,859,79501,521,333834,1.8,8,Thursday,11,688,Neutral,Macro,True,False,2,2025,6540,82.26311618721776,19.590574956415463,1.8,79501.0,4896.0,6540.0,True,macro
POST_03795,2025-02-20 14:05:00,Instagram,Story,Fitness,7271,139,152,34391,243,166455,4.54,14,Thursday,23,1285,Positive,Macro,True,True,2,2025,7805,226.9489110523102,46.889549728154755,4.54,34391.0,7271.0,7805.0,True,macro
POST_03250,2025-02-21 09:54:00,Facebook,Post,Fitness,7438,232,906,6578,251,177106,4.84,9,Friday,23,1364,Neutral,Macro,True,True,2,2025,8827,1341.897233201581,49.84020868858198,4.84,6578.0,7438.0,8827.0,True,macro
POST_03658,2025-02-23 14:54:00,Facebook,Story,Sports,1565,148,94,57000,146,136546,1.32,14,Sunday,19,68,Positive,Macro,False,False,2,2025,1953,34.26315789473684,14.302872292121338,1.32,57000.0,1565.0,1953.0,True,macro
POST_03894,2025-02-24 07:55:00,Twitter,Tweet,Health,1838,106,1203,19725,372,231295,1.36,7,Monday,15,1110,Positive,Macro,True,False,2,2025,3519,178.40304182509507,15.214336669621046,1.36,19725.0,1838.0,3519.0,True,macro
POST_01653,2025-02-24 08:24:00,Twitter,Tweet,Sports,2722,198,480,98504,399,416406,0.82,8,Monday,3,1578,Positive,Macro,True,True,2,2025,3799,38.566961747746284,9.123307541197773,0.82,98504.0,2722.0,3799.0,True,macro
POST_04855,2025-02-24 11:22:00,Facebook,Post,Health,5896,364,660,72555,93,86233,8.02,11,Monday,6,1251,Negative,Mid-tier,True,False,2,2025,7013,96.65770794569636,81.32617443438127,8.02,72555.0,5896.0,7013.0,True,mid-tier
POST_00925,2025-02-24 16:49:00,Twitter,Retweet,Sports,2735,179,1886,17007,422,141216,3.4,16,Monday,2,1112,Negative,Macro,True,True,2,2025,5222,307.05003821955665,36.978812599138905,3.4,17007.0,2735.0,5222.0,True,macro
POST_01834,2025-02-25 14:02:00,LinkedIn,Poll,Sports,1342,91,116,12649,61,298943,0.52,14,Tuesday,28,936,Neutral,Macro,False,False,2,2025,1610,127.28278915329275,5.385642078924745,0.52,12649.0,1342.0,1610.0,True,macro
POST_01098,2025-02-27 01:36:00,Instagram,Story,Sports,7755,463,25,33246,787,216805,3.8,1,Thursday,29,558,Positive,Macro,False,False,2,2025,9030,271.61162245082113,41.65033094255207,3.8,33246.0,7755.0,9030.0,True,macro
POST_00958,2025-02-27 10:45:00,Instagram,Story,Fitness,9071,348,153,15734,374,14970,63.94,10,Thursday,2,1346,Positive,Micro,True,False,2,2025,9946,632.1342316003559,664.3954575818303,63.94,15734.0,9071.0,9946.0,True,micro
POST_03824,2025-02-27 17:57:00,Twitter,Tweet,Fitness,996,69,530,19973,114,389977,0.41,17,Thursday,13,947,Neutral,Macro,False,False,2,2025,1709,85.56551344314825,4.382309725958197,0.41,19973.0,996.0,1709.0,True,macro
POST_04883,2025-02-28 01:00:00,TikTok,Video,Fitness,18161,1249,3032,122700,2750,12463,180.07,1,Friday,12,571,Neutral,Micro,True,True,2,2025,25192,205.31377343113286,2021.3431758003692,167.99900000000105,122700.0,18161.0,25192.0,True,micro
POST_01331,2025-02-28 12:28:00,Facebook,Live,Sports,4861,152,472,68325,708,407923,1.34,12,Friday,28,347,Neutral,Macro,True,False,2,2025,6193,90.64032199048664,15.181786758775553,1.34,68325.0,4861.0,6193.0,True,macro
POST_00224,2025-02-28 20:36:00,Twitter,Retweet,Sports,1954,54,988,50855,451,5347,56.03,20,Friday,3,1380,Positive,Nano,True,True,2,2025,3447,67.78094582636909,644.6605573218628,56.03,50855.0,1954.0,3447.0,True,nano
POST_04654,2025-03-01 04:00:00,TikTok,Video,Health,2053,877,3313,262654,945,118754,5.26,4,Saturday,26,21,Positive,Macro,True,False,3,2025,7188,27.366801952378417,60.52848746147498,5.26,262654.0,2053.0,7188.0,True,macro
POST_04994,2025-03-01 23:19:00,Facebook,Video,Health,1357,250,158,61752,452,394365,0.45,23,Saturday,9,84,Positive,Macro,False,True,3,2025,2217,35.90167120093277,5.621695637290328,0.45,61752.0,1357.0,2217.0,True,macro
POST_04550,2025-03-04 07:20:00,TikTok,Video,Fitness,40345,764,3142,116086,2506,298160,14.84,7,Tuesday,19,368,Positive,Macro,True,False,3,2025,46757,402.7789742087762,156.81848671854038,14.84,116086.0,40345.0,46757.0,True,macro
POST_00297,2025-03-06 15:06:00,TikTok,Video,Fitness,30428,1081,3101,449648,85,221299,15.64,15,Thursday,4,405,Positive,Macro,True,True,3,2025,34695,77.16035654556454,156.7788376811463,15.64,449648.0,30428.0,34695.0,True,macro
POST_00206,2025-03-06 21:24:00,Instagram,Story,Fitness,4605,65,122,23746,555,173848,2.76,21,Thursday,4,896,Positive,Macro,True,False,3,2025,5347,225.1747662764255,30.756753025631586,2.76,23746.0,4605.0,5347.0,True,macro
POST_00272,2025-03-07 08:53:00,TikTok,Video,Sports,44753,379,3670,274693,1159,376305,12.97,8,Friday,24,523,Neutral,Macro,True,False,3,2025,49961,181.879407192757,132.767303118481,12.97,274693.0,44753.0,49961.0,True,macro
POST_01195,2025-03-07 09:30:00,Instagram,Carousel,Sports,2465,396,297,11460,354,55887,5.65,9,Friday,19,1199,Negative,Mid-tier,True,True,3,2025,3512,306.45724258289704,62.841090056721605,5.65,11460.0,2465.0,3512.0,True,mid-tier
POST_03410,2025-03-08 03:52:00,Instagram,Photo,Health,232,228,165,38764,714,408047,0.15,3,Saturday,20,917,Positive,Macro,True,True,3,2025,1339,34.54235888969147,3.2814847309256043,0.15,38764.0,232.0,1339.0,True,macro
POST_02584,2025-03-08 09:39:00,Twitter,Thread,Fitness,874,108,1937,68562,456,252240,1.16,9,Saturday,6,132,Positive,Macro,True,False,3,2025,3375,49.22551850879496,13.38011417697431,1.16,68562.0,874.0,3375.0,True,macro
POST_00014,2025-03-08 10:17:00,Instagram,Photo,Health,5746,225,287,23493,108,280346,2.23,10,Saturday,4,396,Positive,Macro,True,False,3,2025,6366,270.97433277997703,22.70765411313163,2.23,23493.0,5746.0,6366.0,True,macro
POST_04418,2025-03-11 22:09:00,Instagram,Carousel,Sports,4794,110,70,45233,201,29736,16.73,22,Tuesday,9,668,Positive,Micro,True,True,3,2025,5175,114.40762275329958,174.0314769975787,16.73,45233.0,4794.0,5175.0,True,micro
POST_03212,2025-03-11 22:48:00,LinkedIn,Document,Sports,457,68,127,13342,186,66055,0.99,22,Tuesday,23,1332,Positive,Mid-tier,True,False,3,2025,838,62.80917403687602,12.68639769888729,0.99,13342.0,457.0,838.0,True,mid-tier
POST_02136,2025-03-12 20:37:00,TikTok,Duet,Health,2944,1213,2753,222412,2720,36189,19.09,20,Wednesday,22,363,Neutral,Micro,True,False,3,2025,9630,43.29802348794129,266.1029594628202,19.09,222412.0,2944.0,9630.0,True,micro
POST_03546,2025-03-13 09:36:00,Instagram,Reel,Fitness,6207,285,45,26476,304,42732,15.3,9,Thursday,25,15,Neutral,Micro,True,False,3,2025,6841,258.3849524097296,160.09079846485068,15.3,26476.0,6207.0,6841.0,True,micro
